pair_id,pair_role,unordered_entity_a,unordered_entity_b,label,train_entity_1,train_entity_2,holdout_entity_1,holdout_entity_2,reverse_split
pair_000001,query,entity_0270,entity_0973,0,entity_0973,entity_0270,entity_0270,entity_0973,validation
pair_000002,query,entity_0878,entity_0879,1,entity_0878,entity_0879,entity_0879,entity_0878,test
pair_000003,query,entity_0318,entity_0344,0,entity_0344,entity_0318,entity_0318,entity_0344,test
pair_000004,query,entity_0981,entity_0989,1,entity_0981,entity_0989,entity_0989,entity_0981,test
pair_000005,query,entity_0001,entity_0008,1,entity_0001,entity_0008,entity_0008,entity_0001,test
pair_000006,query,entity_0365,entity_0370,1,entity_0370,entity_0365,entity_0365,entity_0370,validation
pair_000007,query,entity_0364,entity_0369,1,entity_0369,entity_0364,entity_0364,entity_0369,test
pair_000008,query,entity_0074,entity_0672,0,entity_0672,entity_0074,entity_0074,entity_0672,test
pair_000009,query,entity_0457,entity_0459,1,entity_0459,entity_0457,entity_0457,entity_0459,test
pair_000010,query,entity_0031,entity_0039,1,entity_0031,entity_0039,entity_0039,entity_0031,test
pair_000011,query,entity_0656,entity_0659,1,entity_0659,entity_0656,entity_0656,entity_0659,test
pair_000012,query,entity_0284,entity_0681,0,entity_0284,entity_0681,entity_0681,entity_0284,test
pair_000013,query,entity_0111,entity_0959,0,entity_0111,entity_0959,entity_0959,entity_0111,test
pair_000014,query,entity_0195,entity_0642,0,entity_0195,entity_0642,entity_0642,entity_0195,test
pair_000015,query,entity_0230,entity_0274,0,entity_0230,entity_0274,entity_0274,entity_0230,test
pair_000016,query,entity_0468,entity_0470,1,entity_0468,entity_0470,entity_0470,entity_0468,test
pair_000017,demo,entity_0849,entity_0850,1,entity_0849,entity_0850,entity_0850,entity_0849,train
pair_000018,query,entity_0353,entity_0612,0,entity_0612,entity_0353,entity_0353,entity_0612,validation
pair_000019,query,entity_0635,entity_0654,0,entity_0654,entity_0635,entity_0635,entity_0654,test
pair_000020,query,entity_0546,entity_0674,0,entity_0674,entity_0546,entity_0546,entity_0674,test
pair_000021,query,entity_0202,entity_0813,0,entity_0202,entity_0813,entity_0813,entity_0202,test
pair_000022,query,entity_0933,entity_0936,1,entity_0933,entity_0936,entity_0936,entity_0933,validation
pair_000023,query,entity_0178,entity_0280,0,entity_0280,entity_0178,entity_0178,entity_0280,test
pair_000024,query,entity_0239,entity_0793,0,entity_0239,entity_0793,entity_0793,entity_0239,test
pair_000025,demo,entity_0143,entity_0148,1,entity_0148,entity_0143,entity_0143,entity_0148,train
pair_000026,query,entity_0512,entity_0923,0,entity_0512,entity_0923,entity_0923,entity_0512,test
pair_000027,demo,entity_0164,entity_0344,0,entity_0164,entity_0344,entity_0344,entity_0164,train
pair_000028,demo,entity_0131,entity_0139,1,entity_0139,entity_0131,entity_0131,entity_0139,train
pair_000029,query,entity_0119,entity_0868,0,entity_0868,entity_0119,entity_0119,entity_0868,test
pair_000030,demo,entity_0431,entity_0439,1,entity_0439,entity_0431,entity_0431,entity_0439,train
pair_000031,query,entity_0525,entity_0716,0,entity_0525,entity_0716,entity_0716,entity_0525,test
pair_000032,query,entity_0786,entity_0787,1,entity_0786,entity_0787,entity_0787,entity_0786,test
pair_000033,query,entity_0972,entity_0977,1,entity_0977,entity_0972,entity_0972,entity_0977,validation
pair_000034,demo,entity_0694,entity_0700,1,entity_0700,entity_0694,entity_0694,entity_0700,train
pair_000035,query,entity_0044,entity_0996,0,entity_0996,entity_0044,entity_0044,entity_0996,validation
pair_000036,demo,entity_0122,entity_0946,0,entity_0122,entity_0946,entity_0946,entity_0122,train
pair_000037,query,entity_0583,entity_0863,0,entity_0583,entity_0863,entity_0863,entity_0583,test
pair_000038,query,entity_0383,entity_0694,0,entity_0383,entity_0694,entity_0694,entity_0383,test
pair_000039,query,entity_0018,entity_0362,0,entity_0018,entity_0362,entity_0362,entity_0018,test
pair_000040,query,entity_0702,entity_0710,1,entity_0710,entity_0702,entity_0702,entity_0710,validation
pair_000041,query,entity_0089,entity_0760,0,entity_0760,entity_0089,entity_0089,entity_0760,test
