pair_id,pair_role,unordered_entity_a,unordered_entity_b,label,train_entity_1,train_entity_2,holdout_entity_1,holdout_entity_2,reverse_split
pair_000001,query,entity_0270,entity_0973,0,entity_0973,entity_0270,entity_0270,entity_0973,test
pair_000002,query,entity_0878,entity_0879,1,entity_0879,entity_0878,entity_0878,entity_0879,test
pair_000003,query,entity_0318,entity_0344,0,entity_0318,entity_0344,entity_0344,entity_0318,test
pair_000004,query,entity_0981,entity_0989,1,entity_0989,entity_0981,entity_0981,entity_0989,test
pair_000005,query,entity_0001,entity_0008,1,entity_0001,entity_0008,entity_0008,entity_0001,test
pair_000006,query,entity_0365,entity_0370,1,entity_0370,entity_0365,entity_0365,entity_0370,test
pair_000007,query,entity_0364,entity_0369,1,entity_0369,entity_0364,entity_0364,entity_0369,test
pair_000008,query,entity_0074,entity_0672,0,entity_0074,entity_0672,entity_0672,entity_0074,test
pair_000009,query,entity_0457,entity_0459,1,entity_0459,entity_0457,entity_0457,entity_0459,test
pair_000010,query,entity_0031,entity_0039,1,entity_0039,entity_0031,entity_0031,entity_0039,test
pair_000011,query,entity_0656,entity_0659,1,entity_0659,entity_0656,entity_0656,entity_0659,test
pair_000012,query,entity_0284,entity_0681,0,entity_0681,entity_0284,entity_0284,entity_0681,validation
pair_000013,query,entity_0111,entity_0959,0,entity_0959,entity_0111,entity_0111,entity_0959,test
pair_000014,query,entity_0195,entity_0642,0,entity_0642,entity_0195,entity_0195,entity_0642,test
pair_000015,query,entity_0230,entity_0274,0,entity_0274,entity_0230,entity_0230,entity_0274,test
pair_000016,query,entity_0468,entity_0470,1,entity_0470,entity_0468,entity_0468,entity_0470,test
pair_000017,query,entity_0849,entity_0850,1,entity_0850,entity_0849,entity_0849,entity_0850,test
pair_000018,query,entity_0353,entity_0612,0,entity_0612,entity_0353,entity_0353,entity_0612,test
pair_000019,query,entity_0635,entity_0654,0,entity_0635,entity_0654,entity_0654,entity_0635,test
pair_000020,query,entity_0546,entity_0674,0,entity_0674,entity_0546,entity_0546,entity_0674,validation
pair_000021,query,entity_0202,entity_0813,0,entity_0202,entity_0813,entity_0813,entity_0202,test
pair_000022,query,entity_0933,entity_0936,1,entity_0933,entity_0936,entity_0936,entity_0933,validation
pair_000023,query,entity_0178,entity_0280,0,entity_0280,entity_0178,entity_0178,entity_0280,test
pair_000024,query,entity_0239,entity_0793,0,entity_0239,entity_0793,entity_0793,entity_0239,test
