pair_id,pair_role,unordered_entity_a,unordered_entity_b,label,train_entity_1,train_entity_2,holdout_entity_1,holdout_entity_2,reverse_split
pair_000001,query,entity_0270,entity_0973,0,entity_0973,entity_0270,entity_0270,entity_0973,test
pair_000002,demo,entity_0878,entity_0879,1,entity_0878,entity_0879,entity_0879,entity_0878,train
pair_000003,query,entity_0318,entity_0344,0,entity_0318,entity_0344,entity_0344,entity_0318,validation
pair_000004,query,entity_0981,entity_0989,1,entity_0981,entity_0989,entity_0989,entity_0981,test
pair_000005,demo,entity_0001,entity_0008,1,entity_0001,entity_0008,entity_0008,entity_0001,train
pair_000006,query,entity_0365,entity_0370,1,entity_0365,entity_0370,entity_0370,entity_0365,test
pair_000007,demo,entity_0364,entity_0369,1,entity_0364,entity_0369,entity_0369,entity_0364,train
pair_000008,query,entity_0074,entity_0672,0,entity_0074,entity_0672,entity_0672,entity_0074,test
pair_000009,query,entity_0457,entity_0459,1,entity_0457,entity_0459,entity_0459,entity_0457,validation
pair_000010,demo,entity_0031,entity_0039,1,entity_0039,entity_0031,entity_0031,entity_0039,train
pair_000011,query,entity_0656,entity_0659,1,entity_0659,entity_0656,entity_0656,entity_0659,test
pair_000012,query,entity_0284,entity_0681,0,entity_0284,entity_0681,entity_0681,entity_0284,test
pair_000013,query,entity_0111,entity_0959,0,entity_0111,entity_0959,entity_0959,entity_0111,test
pair_000014,demo,entity_0195,entity_0642,0,entity_0195,entity_0642,entity_0642,entity_0195,train
pair_000015,query,entity_0230,entity_0274,0,entity_0230,entity_0274,entity_0274,entity_0230,validation
pair_000016,demo,entity_0468,entity_0470,1,entity_0468,entity_0470,entity_0470,entity_0468,train
pair_000017,demo,entity_0849,entity_0850,1,entity_0850,entity_0849,entity_0849,entity_0850,train
pair_000018,demo,entity_0353,entity_0612,0,entity_0612,entity_0353,entity_0353,entity_0612,train
pair_000019,query,entity_0635,entity_0654,0,entity_0635,entity_0654,entity_0654,entity_0635,test
pair_000020,demo,entity_0546,entity_0674,0,entity_0674,entity_0546,entity_0546,entity_0674,train
pair_000021,demo,entity_0202,entity_0813,0,entity_0202,entity_0813,entity_0813,entity_0202,train
pair_000022,demo,entity_0933,entity_0936,1,entity_0933,entity_0936,entity_0936,entity_0933,train
pair_000023,query,entity_0178,entity_0280,0,entity_0178,entity_0280,entity_0280,entity_0178,test
pair_000024,query,entity_0239,entity_0793,0,entity_0239,entity_0793,entity_0793,entity_0239,test
pair_000025,query,entity_0143,entity_0148,1,entity_0143,entity_0148,entity_0148,entity_0143,test
pair_000026,query,entity_0512,entity_0923,0,entity_0923,entity_0512,entity_0512,entity_0923,test
pair_000027,demo,entity_0164,entity_0344,0,entity_0344,entity_0164,entity_0164,entity_0344,train
pair_000028,query,entity_0131,entity_0139,1,entity_0139,entity_0131,entity_0131,entity_0139,test
pair_000029,demo,entity_0119,entity_0868,0,entity_0868,entity_0119,entity_0119,entity_0868,train
pair_000030,demo,entity_0431,entity_0439,1,entity_0439,entity_0431,entity_0431,entity_0439,train
pair_000031,query,entity_0525,entity_0716,0,entity_0716,entity_0525,entity_0525,entity_0716,test
pair_000032,query,entity_0786,entity_0787,1,entity_0786,entity_0787,entity_0787,entity_0786,test
pair_000033,query,entity_0972,entity_0977,1,entity_0972,entity_0977,entity_0977,entity_0972,test
pair_000034,demo,entity_0694,entity_0700,1,entity_0694,entity_0700,entity_0700,entity_0694,train
pair_000035,query,entity_0044,entity_0996,0,entity_0996,entity_0044,entity_0044,entity_0996,test
pair_000036,demo,entity_0122,entity_0946,0,entity_0946,entity_0122,entity_0122,entity_0946,train
pair_000037,query,entity_0583,entity_0863,0,entity_0863,entity_0583,entity_0583,entity_0863,test
pair_000038,demo,entity_0383,entity_0694,0,entity_0694,entity_0383,entity_0383,entity_0694,train
pair_000039,demo,entity_0018,entity_0362,0,entity_0362,entity_0018,entity_0018,entity_0362,train
pair_000040,query,entity_0702,entity_0710,1,entity_0702,entity_0710,entity_0710,entity_0702,test
pair_000041,demo,entity_0089,entity_0760,0,entity_0760,entity_0089,entity_0089,entity_0760,train
pair_000042,demo,entity_0705,entity_0709,1,entity_0705,entity_0709,entity_0709,entity_0705,train
pair_000043,demo,entity_0047,entity_0048,1,entity_0047,entity_0048,entity_0048,entity_0047,train
pair_000044,query,entity_0083,entity_0085,1,entity_0085,entity_0083,entity_0083,entity_0085,test
pair_000045,demo,entity_0123,entity_0847,0,entity_0847,entity_0123,entity_0123,entity_0847,train
pair_000046,query,entity_0555,entity_0970,0,entity_0555,entity_0970,entity_0970,entity_0555,test
pair_000047,query,entity_0118,entity_0120,1,entity_0118,entity_0120,entity_0120,entity_0118,test
pair_000048,query,entity_0862,entity_0865,1,entity_0865,entity_0862,entity_0862,entity_0865,test
pair_000049,query,entity_0143,entity_0150,1,entity_0143,entity_0150,entity_0150,entity_0143,test
pair_000050,query,entity_0573,entity_0577,1,entity_0573,entity_0577,entity_0577,entity_0573,validation
pair_000051,query,entity_0671,entity_0674,1,entity_0671,entity_0674,entity_0674,entity_0671,validation
pair_000052,demo,entity_0592,entity_0595,1,entity_0592,entity_0595,entity_0595,entity_0592,train
pair_000053,demo,entity_0451,entity_0458,1,entity_0451,entity_0458,entity_0458,entity_0451,train
pair_000054,query,entity_0945,entity_0947,1,entity_0947,entity_0945,entity_0945,entity_0947,validation
pair_000055,query,entity_0526,entity_0530,1,entity_0526,entity_0530,entity_0530,entity_0526,test
pair_000056,demo,entity_0011,entity_0323,0,entity_0011,entity_0323,entity_0323,entity_0011,train
pair_000057,query,entity_0321,entity_0877,0,entity_0877,entity_0321,entity_0321,entity_0877,test
pair_000058,demo,entity_0172,entity_0418,0,entity_0418,entity_0172,entity_0172,entity_0418,train
pair_000059,query,entity_0611,entity_0619,1,entity_0619,entity_0611,entity_0611,entity_0619,test
pair_000060,demo,entity_0181,entity_0187,1,entity_0187,entity_0181,entity_0181,entity_0187,train
pair_000061,query,entity_0062,entity_0313,0,entity_0062,entity_0313,entity_0313,entity_0062,test
pair_000062,demo,entity_0857,entity_0918,0,entity_0857,entity_0918,entity_0918,entity_0857,train
pair_000063,demo,entity_0501,entity_0922,0,entity_0922,entity_0501,entity_0501,entity_0922,train
pair_000064,query,entity_0345,entity_0628,0,entity_0345,entity_0628,entity_0628,entity_0345,validation
pair_000065,demo,entity_0853,entity_0859,1,entity_0859,entity_0853,entity_0853,entity_0859,train
pair_000066,demo,entity_0207,entity_0863,0,entity_0863,entity_0207,entity_0207,entity_0863,train
pair_000067,query,entity_0548,entity_0549,1,entity_0548,entity_0549,entity_0549,entity_0548,test
pair_000068,demo,entity_0952,entity_0957,1,entity_0952,entity_0957,entity_0957,entity_0952,train
pair_000069,query,entity_0024,entity_0029,1,entity_0024,entity_0029,entity_0029,entity_0024,test
pair_000070,query,entity_0586,entity_0594,0,entity_0586,entity_0594,entity_0594,entity_0586,test
pair_000071,query,entity_0186,entity_0187,1,entity_0186,entity_0187,entity_0187,entity_0186,test
pair_000072,demo,entity_0022,entity_0366,0,entity_0366,entity_0022,entity_0022,entity_0366,train
