n,accuracy,f1,precision,recall,true_positive_rate,predicted_positive_rate,tp,tn,fp,fn,run_idx,valid_predictions,expected_predictions,valid_prediction_rate,elapsed_s,parse_error
64,0.46875,0.05555555555555555,0.25,0.03125,0.5,0.0625,1,29,3,31,0,64,64,1.0,7.303607085719705,
64,0.46875,0.15,0.375,0.09375,0.5,0.125,3,27,5,29,1,64,64,1.0,7.295901412144303,
64,0.515625,0.16216216216216214,0.6,0.09375,0.5,0.078125,3,30,2,29,2,64,64,1.0,7.307545468211174,
64,0.515625,0.27906976744186046,0.5454545454545454,0.1875,0.5,0.171875,6,27,5,26,3,64,64,1.0,7.287376961670816,
64,0.484375,0.0,0.0,0.0,0.5,0.015625,0,31,1,32,4,64,64,1.0,7.296889953315258,
64,0.5,0.15789473684210525,0.5,0.09375,0.5,0.09375,3,29,3,29,5,64,64,1.0,7.291852930560708,
64,0.5625,0.2631578947368421,0.8333333333333334,0.15625,0.5,0.09375,5,31,1,27,6,64,64,1.0,7.316148517653346,
64,0.515625,0.16216216216216214,0.6,0.09375,0.5,0.078125,3,30,2,29,7,64,64,1.0,7.294933068566024,
64,0.421875,0.05128205128205128,0.14285714285714285,0.03125,0.5,0.109375,1,26,6,31,8,64,64,1.0,7.321034923195839,
64,0.484375,0.10810810810810811,0.4,0.0625,0.5,0.078125,2,29,3,30,9,64,64,1.0,7.29826947953552,
64,0.515625,0.11428571428571428,0.6666666666666666,0.0625,0.5,0.046875,2,31,1,30,10,64,64,1.0,7.315176917240024,
64,0.5,0.1111111111111111,0.5,0.0625,0.5,0.0625,2,30,2,30,11,64,64,1.0,7.305362380109727,
64,0.5,0.0,0.0,0.0,0.5,0.0,0,32,0,32,12,64,64,1.0,7.299389319494367,
64,0.453125,0.14634146341463417,0.3333333333333333,0.09375,0.5,0.140625,3,26,6,29,13,64,64,1.0,7.321412135846913,
64,0.484375,0.15384615384615383,0.42857142857142855,0.09375,0.5,0.109375,3,28,4,29,14,64,64,1.0,7.305787181481719,
63,0.4603174603174603,0.26086956521739124,0.42857142857142855,0.1875,0.5079365079365079,0.2222222222222222,6,23,8,26,15,63,64,0.984375,7.209174398332834,
64,0.546875,0.17142857142857143,1.0,0.09375,0.5,0.046875,3,32,0,29,16,64,64,1.0,7.310065595433116,
64,0.546875,0.3255813953488372,0.6363636363636364,0.21875,0.5,0.171875,7,28,4,25,17,64,64,1.0,7.3113411869853735,
64,0.515625,0.20512820512820512,0.5714285714285714,0.125,0.5,0.109375,4,29,3,28,18,64,64,1.0,7.313547706231475,
64,0.5,0.2,0.5,0.125,0.5,0.125,4,28,4,28,19,64,64,1.0,7.306909448467195,
